ges;S6;S4;S17;IFOMK;TR;Dichte;Pene;R+K
67.31425;0.683025362;0;0;0;0.316974638;1043.89014;143;42
67.25851;0.683591415;0;0;0;0.316408585;1043.85681;144;42.2
67.2486;0.683692151;0;0;0;0.316307849;1043.82349;148;42.4
67.26024;0.683573832;0;0;0;0.316426168;1043.84961;149;42
70.275;0.796057915;0;0;0;0.203942085;1036.62793;174;40.8
70.18812;0.797043289;0;0;0;0.202956711;1037.61023;188;39.6
71.59395;0.795763888;0;0;0;0.204236112;1040.3031;160;41.4
71.58418;0.795872496;0;0;0;0.204127504;1037.30371;172;40.6
63.86395;1;0;0;0;0;1028.09314;127;42.3
67.61719;1;0;0;0;0;1031.40759;186;39.4
63.54716;1;0;0;0;0;1032.45007;134;42
60.52969;1;0;0;0;0;1031.13098;178;39.6
68.29598;0.833334407;0;0;0;0.166665593;1029.30298;216;38.2
69.5374;0.804232255;0;0;0;0.195767745;1036.01025;158;40.6
69.56334;0.803932359;0;0;0;0.196067641;1034.27844;231;38.2
69.89863;0.699416856;0;0;0;0.300583144;1039.69604;194;39.4
70.77631;0.697830249;0;0;0;0.302169751;1038.9126;176;40.2
62.37688;0.799424883;0;0;0;0.200575117;1041.28027;138;42.8
62.45354;0.798443611;0;0;0;0.201556389;1039.19739;155;41
62.36076;0.799631531;0;0;0;0.200368469;1039.19739;156;40.6
61.93361;0.805146511;0;0;0;0.194853489;1039.19739;155;41.2
61.94123;0.805047462;0;0;0;0.194952538;1039.19739;157;41.8
62.43106;0.798731112;0;0;0;0.201268888;1039.14417;153;41
62.41348;0.798956091;0;0;0;0.201043909;1039.14417;150;41.2
62.41348;0.798956091;0;0;0;0.201043909;1040.17896;150;41.8
64.24688;1;0;0;0;0;1030.547;206;39.4
62.96016;1;0;0;0;0;1032.98071;179;39.8
61.3099;0.792999989;0;0;0;0.207000011;1031.64392;188;39.2
62.43227;0.796913679;0;0;0;0.203086321;1039.3855;115;44
62.90335;0.799142653;0;0;0;0.200857347;1035.82068;174;42
62.93233;0.798774652;0;0;0;0.201225348;1035.82068;199;40.8
64.18304;0.54869573;0;0;0;0.45130427;1036.83093;189;40
68.2974;0.502593071;0;0;0;0.497406929;1058.10339;105;45
62.24051;0.50158249;0;0;0;0.49841751;1055.07581;85;47
61.98414;0.801956759;0;0;0;0.198043241;1047.29309;68;48
61.95405;0.802346255;0;0;0;0.197653745;1035.43298;144;42.2
61.88322;0.803264601;0;0;0;0.196735399;1036.54321;200;39.6
61.88413;0.803252789;0;0;0;0.196747211;1039.66956;177;40.4
61.89696;0.803086291;0;0;0;0.196913709;1035.94104;182;39.8
63.17452;0.805655191;0;0;0;0.194344809;1035.89319;182;40.6
63.17017;0.80571067;0;0;0;0.19428933;1035.89319;180;39.6
63.08438;0.806806376;0;0;0;0.193193624;1035.89319;183;40
63.08438;0.806806376;0;0;0;0.193193624;1035.89319;184;40
63.08438;0.806806376;0;0;0;0.193193624;1035.89319;190;40.6
62.99297;1;0;0;0;0;1029.37;224;39.4
62.44688;1;0;0;0;0;1032.44019;162;41.4
62.44688;1;0;0;0;0;1033.18933;150;40.6
62.14922;1;0;0;0;0;1032.54565;139;42
62.32088;1;0;0;0;0;1029.35742;187;39.8
62.65781;1;0;0;0;0;1029.854;202;39.2
64.48792;0.494989604;0;0;0;0.505010396;1056.68518;75;47.4
63.24579;0.499835641;0;0;0;0.500164359;1057.29883;73;48
62.3795;0.793492413;0;0;0;0.206507587;1037.43188;150;42
62.3795;0.793492413;0;0;0;0.206507587;1036.14709;188;40
62.3795;0.793492413;0;0;0;0.206507587;1036.14709;191;39.4
67.20059;0.708245716;0;0;0.086363974;0.20539031;1036.00269;190;39.8
67.83017;0.712987156;0;0;0.085562368;0.201450476;1037.01294;188;41
67.94179;0.709626285;0;0;0.0854218;0.204951915;1035.98962;190;40
67.94472;0.709595683;0;0;0.085418116;0.204986201;1035.98962;187;39.8
66.32062;0.726972697;0;0;0.06471577;0.208311533;1035.98962;203;40.6
66.39095;0.726202592;0;0;0.064647215;0.209150193;1036.20825;197;40.8
66.34218;0.726736444;0;0;0.064694739;0.208568817;1037.03137;178;40.6
67.83925;0.710698895;0;0;0.063267061;0.226034044;1037.03137;177;40.6
68.0836;0.707907337;0;0;0.066740742;0.22535192;1037.57593;175;40.4
64.62188;1;0;0;0;0;1032.80884;152;42.8
64.62188;1;0;0;0;0;1031.70154;158;41.6
64.62188;1;0;0;0;0;1030.68384;163;40.6
64.62188;1;0;0;0;0;1030.59216;185;40
64.62188;1;0;0;0;0;1031.78967;148;40.6
65.11271;0.450012908;0;0;0.093340302;0.45664679;1049.6228;121;44
63.28177;0.463033193;0;0;0.068193889;0.468772918;1051.57629;104;44.4
65.88938;0.461284504;0;0;0.088416069;0.450299426;1051.60217;108;44.6
74.76451;0.474176317;0;0;0.050686482;0.475137201;1049.53943;112;44.2
76.26796;0.464829006;0;0;0.069489206;0.465681788;1050.56934;118;43.4
74.25694;0.454881793;0;0;0.092025069;0.453093138;1055.28687;71;48.6
74.68755;0.466098031;0;0;0.070959618;0.462942351;1054.87402;78;47.6
73.63038;0.472853868;0;0;0.057992638;0.469153493;1052.77051;93;46.2
73.59092;0.473107416;0;0;0.058023734;0.46886885;1052.79199;89;46.2
72.79988;0.769607725;0;0;0.058352431;0.172039844;1036.74976;179;40.4
75.47755;0.727710293;0;0;0.076272216;0.196017491;1035.42383;204;39.2
75.10923;0.731278832;0;0;0.072483502;0.196237666;1037.04749;183;39.8
73.90724;0.743171982;0;0;0.057478131;0.199349888;1037.02393;198;40.4
76.92985;0.736974269;0;0;0.072166526;0.190859205;1037.02393;177;40.4
74.92734;0.735055855;0;0;0.073469577;0.191474567;1036.44568;172;41.6
76.82515;0.730290667;0;0;0.07165466;0.198054674;1034.97791;225;39
75.35538;0.729729715;0;0;0.073052249;0.197218035;1036.00964;188;40
75.24886;0.730762699;0;0;0.07315566;0.196081642;1036.00964;192;39.8
70.27032;1;0;0;0;0;1029.22913;213;39
70.27032;1;0;0;0;0;1031.67517;226;40.4
74.93379;0.79892409;0;0;0;0.20107591;1036.76208;177;41.8
74.91914;0.799080315;0;0;0;0.200919685;1035.43518;202;40
75.12668;0.796872829;0;0;0;0.203127171;1035.0575;198;39.4
76.46218;0.782954527;0;0;0;0.217045473;1035.65186;199;39.4
76.79942;0.785955675;0;0;0;0.214044325;1035.62878;194;39.8
74.31432;0.802051475;0;0;0;0.197948525;1036.68579;187;40.2
75.21914;0.799258407;0;0;0;0.200741593;1036.58228;172;41
75.2748;0.798667416;0;0;0;0.201332584;1036.58228;175;40.2
75.20742;0.79938296;0;0;0;0.20061704;1036.03271;171;40.8
75.25137;0.798916086;0;0;0;0.201083914;1035.56897;168;40.8
60.83495;0.514327044;0.227353684;0;0;0.258319272;1064.47717;44;54.6
60.66503;0.515767651;0.227990491;0;0;0.256241858;1063.40515;43;53.8
60.75884;0.514971319;0.22763848;0;0;0.2573902;1063.30261;41;54.6
60.17461;0.509922374;0.229848602;0;0;0.260229024;1062.29163;49;53
61.71022;0.497233359;0.224129002;0;0;0.278637639;1063.31812;46;53.6
83.28796;0.510746811;0.247397343;0;0;0.241855846;1061.33386;54;51.6
82.57021;0.508998705;0.24954787;0;0;0.241453425;1061.59937;52;52.4
